id,event_datetime,duration,title,state,created_by_profile_id,price_per_person,city,created_at,event_type,area_code,uuid,total_paid,event_date,event_time,reservations_total,reservations_accepted_total,reservations_rejected_total,reservations_pending_total,guests_total,guests_accepted,guests_rejected,guests_pending,monetization_calculation,community_dinner
4331,,7200,Potluck Shabbat as 412Front7,published,,,,06:03.1,public,OTHER,a8189a5b-5401-411d-892a-680b4c1e7291,0,1/27/2017,19:00:00,6,6,0,0,6,6,0,0,t,f
2336,,5400,Shabbat Shalom,published,499,,,50:49.6,manual_approval,NY,28ec13bb-3e7c-48f9-93bd-63849e95493b,0,9/30/2016,19:30:00,15,8,0,7,18,8,0,10,t,f
2284,,10800,CSI Hillel Alumni Shabbat,published,740,,,05:57.8,private,NY,f9e5617f-2f25-403c-872f-69b470b897f3,0,9/30/2016,19:30:00,15,14,1,0,19,18,1,0,t,f
4332,,7200,test,draft,,,,43:51.4,private,Colorado,42cea47d-196a-423b-b73e-b0d682c45348,0,1/27/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
2524,,12600,HMI Denver/ Boulder Shababt,published,,,,31:14.4,manual_approval,Colorado,fb65699d-13bf-4cfb-9277-729c7100d80b,0,10/14/2016,18:30:00,11,9,2,0,16,14,2,0,t,f
2430,,7200,Shabbat at Jenn's!,published,,,,38:00.3,private,NY,e05e5b16-4c96-4c17-aa53-a6ad6803c82f,0,9/23/2016,19:00:00,9,9,0,0,10,10,0,0,t,f
2262,,7200,Robins Shabbat Dinner,published,4606,,,11:35.2,private,Colorado,4707eca6-d9a4-490f-bf88-f0e8033c5368,0,9/23/2016,19:00:00,4,4,0,0,4,4,0,0,t,f
2220,,7200,Henna Shabbat,published,3187,,,05:59.6,manual_approval,Colorado,9e782753-1304-4968-8f40-3aaebf0b8844,0,9/23/2016,19:00:00,8,8,0,0,10,10,0,0,t,f
2046,,12600,Global Shabbat,draft,2581,,,34:25.2,manual_approval,SF,a2940ffb-a137-4405-b103-2e36a6943a92,0,9/23/2016,19:30:00,0,0,0,0,0,0,0,0,t,f
2080,,16200,Sabrina's Shabbat!,published,5211,,,27:15.0,private,NY,6d4269bb-d511-40b4-bef6-cdb5c3369cda,4500,9/23/2016,19:30:00,19,18,1,0,21,19,2,0,t,f
2391,,9000,Shabbat Dinner 9/23/16,published,10173,,,07:42.8,private,OTHER,fc132e25-c883-4381-9708-8d7259db7f0a,0,9/23/2016,19:30:00,12,11,0,1,14,13,0,1,t,f
2144,,10800,MoHo New Orleans Shabbat,published,10394,,,23:04.1,public,OTHER,9f6bbabc-5d04-4a62-92b7-f739e67484ce,0,9/23/2016,19:00:00,6,6,0,0,8,8,0,0,t,f
2299,,7200,Birthday Shabbat!,published,9359,,,23:31.6,public,OTHER,78a05ec1-5cbb-42e1-8814-4806872cf15f,0,9/23/2016,19:00:00,1,1,0,0,2,2,0,0,t,f
2867,,9000,Fajitas and Margaritas- Pink Shabbat,published,,,,40:24.7,public,Colorado,b8a0f8a1-a00f-4c69-a8ee-a773b753950e,0,11/11/2016,19:30:00,5,5,0,0,5,5,0,0,t,f
2758,,10800,Settlers of Zwiebel's Shabirthday,published,,,,09:39.3,manual_approval,Colorado,927aec5a-5427-4716-9eed-0db48dfa133c,0,10/14/2016,18:00:00,8,8,0,0,9,9,0,0,t,f
2541,,10800,bonfire shabbat!,published,,,,28:24.8,private,SF,404783b7-d56e-43b5-936f-807545518ce1,0,10/21/2016,19:00:00,7,6,0,1,8,7,0,1,t,f
2814,,10800,Venice Shabbat,draft,,,,17:44.5,private,OTHER,9bdd0521-2b87-4434-97e5-1dca680e7af1,0,11/4/2016,19:00:00,0,0,0,0,0,0,0,0,t,f
2942,,21600,Dinner Party in the Palisades,published,,,,02:59.6,private,OTHER,970d33a8-6567-44c7-933b-335de888aba3,0,11/4/2016,19:00:00,6,6,0,0,10,10,0,0,t,f
2770,,7200,Shabbos Dinner!,published,,,,58:20.9,private,NY,c2faa414-041f-490c-bad2-f4442fa24f87,0,10/28/2016,19:00:00,6,6,0,0,8,8,0,0,t,f
2711,,18000,In the Sukkah,published,,,,01:03.4,private,NY,71f56749-e99e-4a2f-b075-0439facb9849,0,10/21/2016,19:30:00,9,9,0,0,10,10,0,0,t,f
2768,,9000,Shabbat in the Sukkah!,published,,,,27:36.9,private,NY,ebf84733-bc79-4f33-9dc2-ca53d4dd8303,0,10/21/2016,19:30:00,6,6,0,0,7,7,0,0,t,f
2885,,14400,"Friday Foods, Foos, and Friends: Waller Style",published,,,,02:46.7,private,SF,fa755abd-1683-46b0-bbce-26e8a278202f,0,10/21/2016,18:00:00,10,0,0,10,11,0,0,11,t,f
3396,,9000,Reflect and Recharge: Avodah Alumni Shabbat,draft,,,,17:29.1,manual_approval,NY,9a5fb624-53c7-462f-8e10-db5155c7c1c4,0,12/2/2016,18:30:00,0,0,0,0,0,0,0,0,t,f
2922,,1800,Arts Foodie Cluster Oct 21,published,,,,18:22.9,private,DC,6523d90a-ee3d-4b2f-9aec-0a22b4b0398a,0,10/21/2016,21:30:00,6,6,0,0,7,7,0,0,t,f
4729,,83700,Mishkan LOCALS - Highland Park,published,,,,29:36.8,public,CHICAGO,ee235af3-381b-485b-979f-775cc7fef065,0,3/24/2017,18:30:00,2,2,0,0,3,3,0,0,t,f
2753,,7200,Shabbat dinner!,published,,,,39:48.7,private,NY,7b51c4d0-60cd-4e5c-9f92-5cb2bdc6bf48,0,10/14/2016,20:00:00,3,3,0,0,4,4,0,0,t,f
3331,,82800,Aufruf Stuff,published,,,,55:40.0,private,NY,0257e943-65c9-4916-969d-d22d3fbb1332,0,11/18/2016,19:00:00,7,5,0,2,8,6,0,2,t,f
2549,,10800,High Holidays after Shabbat Services,published,,,,33:27.0,private,NY,cdb932ba-2f34-4211-8c98-b3751fb67f5a,0,10/7/2016,18:00:00,3,3,0,0,5,5,0,0,t,f
2544,,75600,Never on Our Plate,draft,,1000,,47:08.6,manual_approval,NY,673ae52c-9cbd-4232-9721-7cbe27b2fb2a,0,10/7/2016,19:00:00,0,0,0,0,0,0,0,0,t,f
2554,,9000,Cucina de 5A turns into DoJo de 5A,published,,,,36:41.4,private,NY,7736d7b2-6247-47a4-ba8f-0d6b5bd68db9,0,9/30/2016,19:30:00,7,7,0,0,10,10,0,0,t,f
2799,,14400,JP Shabbat Dinner,published,,,,32:40.8,manual_approval,OTHER,a8972a8c-49c6-4704-bbef-075cf5042562,0,10/14/2016,19:00:00,0,0,0,0,0,0,0,0,t,f
4284,,7200,Housewarming,published,,,,06:28.9,private,NY,df798144-435f-4798-9ead-2490a3f9eb4e,0,1/27/2017,19:00:00,8,6,0,2,10,8,0,2,t,f
2767,,21600,LEADS Spring 2016 Reunion,published,,,,07:39.1,private,OTHER,0f7868b0-e730-4a18-a16d-1b650a345005,0,10/14/2016,15:00:00,2,1,0,1,2,1,0,1,t,f
2798,,27000,JP Shabbat,draft,,,,50:48.3,manual_approval,OTHER,14a0bf89-731f-4946-b0f6-554330b9bf25,0,10/14/2016,15:30:00,0,0,0,0,0,0,0,0,t,f
2556,,10800,Fall Shabbat,published,,,,51:48.4,private,NY,9c9b85fb-41a8-496e-a9c9-40ec27b0c3ce,0,9/30/2016,19:30:00,8,8,0,0,11,11,0,0,t,f
2555,,25200,Tacos and Tequila Shabbat,published,,,,24:11.6,private,NY,8cee525e-bbce-4f5e-91cf-b07850f99b76,0,9/30/2016,20:00:00,18,17,1,0,22,20,2,0,t,f
2525,,14400,Maya's Shabbat Dinner,published,,,,31:21.6,private,OTHER,f01bbf9b-a0d0-45b9-a5c8-7afd8f1d4bd0,0,9/30/2016,19:00:00,4,4,0,0,4,4,0,0,t,f
2724,,14400,Pre-Sukkot Shabbas Dinner!,published,,,,31:16.1,private,SF,ffda23a0-dd14-441d-aec7-e216e1719b47,0,10/14/2016,19:00:00,0,0,0,0,0,0,0,0,t,f
2306,,16200,Sukkot Celebration Shabbat,published,1771,,,51:45.8,private,OTHER,7375237d-9ddc-4039-a4ee-ce8edaefc1e2,0,10/21/2016,18:30:00,7,7,0,0,9,9,0,0,t,f
2547,,12600,Pre Holiday Shabbat,published,,,,17:14.0,private,NY,8734cf43-dfce-4663-83e9-a010cf18482e,0,9/30/2016,19:30:00,0,0,0,0,0,0,0,0,t,f
2304,,16200,Rosh Hashanah Celebration Shabbat,published,1771,,,49:58.8,private,OTHER,da3b1e88-6e6a-4b56-9019-374b52a38747,0,10/7/2016,18:30:00,9,8,0,1,12,11,0,1,t,f
2506,,9000,Jodie's First Shabbat,published,,,,11:42.5,private,OTHER,889cc0f9-9f0b-42ec-819e-f26a023b817c,0,9/30/2016,18:30:00,11,10,0,1,11,10,0,1,t,f
2543,,57600,Never on Our Plate,draft,,1000,,47:07.5,manual_approval,NY,1b44ddcf-f1c8-4390-85db-4770239c2159,0,10/7/2016,0:00:00,0,0,0,0,0,0,0,0,t,f
4378,,10800,Board Game Shabbat,published,,,,50:58.4,public,SF,891cbf32-8dbb-4c4f-8c56-75435237e47e,0,2/10/2017,19:00:00,4,4,0,0,8,8,0,0,t,f
3334,,10800,Shabbat dinner,published,,,,24:51.5,private,DC,9b127227-6c7d-49e9-8b8f-1aedd1047950,0,11/18/2016,19:00:00,3,3,0,0,4,4,0,0,t,f
2723,,16200,Shabbat in the Sukkah,published,,,,16:24.9,manual_approval,OTHER,cb94644d-066f-4e28-9c87-cc928be261a9,0,10/21/2016,18:30:00,19,18,1,0,26,25,1,0,t,f
3649,,14400,New Year's Celebration Shabbat,published,,,,56:44.4,public,SF,c99db4f6-9dde-4518-973b-d9a53ffb4713,0,1/6/2017,19:30:00,21,21,0,0,28,28,0,0,t,f
2546,,10800,Coming to town!,published,,,,47:25.5,private,NY,3d56d456-37f3-4dad-a59e-ec960689ed50,0,9/30/2016,19:00:00,3,3,0,0,6,6,0,0,t,f
4131,,10800,INN Shabbat,published,,,,42:50.7,private,DC,64e68598-f02c-46e5-b761-5f999619c599,0,1/20/2017,18:00:00,16,16,0,0,19,19,0,0,t,f
3059,,10800,Achva Alaska Hawaii Shabbat Dinner,published,,,,08:17.0,private,NY,278eb00b-51f6-4c78-be39-50bea8ca039d,0,11/4/2016,19:00:00,23,23,0,0,23,23,0,0,t,f
4133,,7200,Welcome Jonny for Shabbat!,published,,,,57:55.3,private,atlanta,882853f2-6c8d-4cbf-9ec7-53e159c300d8,0,1/27/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
2557,,7200,Pre-Rosh Hashanah Shabbat,published,,,,27:11.2,private,NY,1b3f33c1-c2a8-45e6-9479-210a922c66d3,0,9/30/2016,19:00:00,4,4,0,0,5,5,0,0,t,f
2149,,10800,Shabbat on the Hudson,published,140,10000,,38:20.3,public,NY,85619b0b-29a7-431f-84cc-4f3e157fd8e9,571500,9/30/2016,19:00:00,61,61,0,0,75,75,0,0,t,f
2560,,12600,Modin Shabbos,published,,,,27:53.9,private,NY,64b33bf2-210a-44b2-9502-770cd846c436,0,9/30/2016,19:30:00,5,5,0,0,7,7,0,0,t,f
3005,,15347,First Friday of 5777,published,,,,25:43.7,public,OTHER,808501cc-4aa8-43ac-b26d-87bd1bc0c24b,0,11/4/2016,18:45:00,40,40,0,0,49,49,0,0,t,f
2561,,3600,Sue and Rena Birthday Dinner,published,,,,45:35.0,private,NY,c78a1730-e820-4196-981d-0a2581b96d03,0,9/30/2016,22:00:00,0,0,0,0,0,0,0,0,t,f
2918,,14400,"JDC Entwine Alumni: ""Shabbat Under the Stars""",published,,,,13:27.9,private,OTHER,621d514d-8581-4a7f-8206-b235ef9bdd64,0,11/4/2016,19:00:00,9,9,0,0,9,9,0,0,t,f
4941,,81900,טיש,published,,,,44:14.1,private,CHICAGO,bfafda42-e442-4549-a5ce-df235205c512,0,3/3/2017,19:30:00,5,5,0,0,5,5,0,0,t,f
2368,,7200,Housewarming Shabbat,published,4774,,,35:40.7,private,CHICAGO,7bb2fae0-c820-4da7-933a-91e5714a3117,0,9/30/2016,20:00:00,12,12,0,0,13,13,0,0,t,f
4756,,7200,"Because, tacos",published,,,,44:06.4,private,CHICAGO,0d01dd3f-0297-427a-b143-38ad464f8aa8,0,3/3/2017,19:00:00,5,5,0,0,8,8,0,0,t,f
2163,,10800,First of Many Shabs,published,5377,,,28:54.5,private,OTHER,da49f03d-246a-4e0d-918f-a60ef4ea48a9,0,9/30/2016,19:30:00,6,6,0,0,9,9,0,0,t,f
2289,,14400,Don't let this be the end!,published,551,,,25:41.9,manual_approval,OTHER,6ce38b94-9d9d-4a14-8ae3-622452a447ac,0,10/14/2016,19:00:00,3,3,0,0,10,10,0,0,t,f
1698,,21600,Let's Get Shabb'ongled,published,5991,,,38:32.1,manual_approval,Colorado,9d0d9190-320c-495d-a11f-d128d7ec09f7,0,10/21/2016,18:00:00,6,6,0,0,6,6,0,0,t,f
3182,,10800,Shabbat Dinner at Sam & Jeffs,published,,,,31:57.4,private,OTHER,d2df1c94-2133-4df8-8222-2f76801c5034,0,12/2/2016,19:00:00,0,0,0,0,0,0,0,0,t,f
2748,,10800,Moishe House Murray Hill Shabbat Dinner,published,,,,15:22.5,private,NY,d6a54970-9494-4153-984d-1d2036ec8eba,0,10/14/2016,19:30:00,4,4,0,0,9,9,0,0,t,f
3060,,46800,Midnight Seaside Shabbat,published,,,,20:09.3,private,OTHER,43557628-be73-4324-9e4f-fe9b9599a72c,0,11/11/2016,23:00:00,0,0,0,0,0,0,0,0,t,f
2957,,9000,Spooky Shabbat (with Sushi!),published,,,,12:18.0,public,NY,7fa97bb5-1ff3-4b3f-97ee-a8d8165d456c,0,10/28/2016,20:30:00,8,8,0,0,9,9,0,0,t,f
2225,,7200,Kutz Alumni,published,6505,,,24:18.4,manual_approval,OTHER,50afa5ee-9474-44a5-b39b-18f32e601e87,0,9/30/2016,19:00:00,12,12,0,0,12,12,0,0,t,f
2569,,7200,Evan and Rebeca Shabbat!,published,,,,38:54.4,private,NY,a3c3e7c4-5b33-460e-a330-54779cfa20b6,0,9/30/2016,19:00:00,1,0,0,1,1,0,0,1,t,f
2559,,10800,Shabbat,published,,,,26:26.4,private,NY,20d70668-0fd0-4023-a44f-528b89a1a6b1,0,9/30/2016,19:00:00,9,9,0,0,9,9,0,0,t,f
4943,,82800,If Not Now Shabbat (DuPont),published,,,,07:07.9,manual_approval,DC,fc92e159-f563-41cd-af1e-5cda42bfa62f,0,3/3/2017,19:00:00,1,0,0,1,1,0,0,1,t,f
2571,,9000,Ben and Allison's Shabbat Dinner,published,,,,41:15.9,private,OTHER,735aee6b-5d35-49fd-b099-a26dc6f784a4,0,9/30/2016,19:30:00,0,0,0,0,0,0,0,0,t,f
2722,,7200,Shabbat Dinners are back,published,,,,36:26.4,private,SF,b7223c40-24ec-43e6-9b46-5fd88602d327,0,10/28/2016,19:00:00,4,4,0,0,7,7,0,0,t,f
2771,,10800,Sukkot Second Days Shabbat,published,,,,45:57.1,private,NY,012df183-15cb-48ef-a088-255b12dfb979,0,10/21/2016,19:00:00,8,8,0,0,8,8,0,0,t,f
4731,,10800,LOCALS - Pilsen,published,,,,57:35.9,public,CHICAGO,b3f9ca7b-504e-4b6f-9ff8-ca54b11a649c,0,3/24/2017,19:30:00,5,5,0,0,6,6,0,0,t,f
2719,,9000,Dumpling Making Nosh:pitality!,published,,1000,,08:38.7,public,NY,c8da25fb-50ce-42aa-a544-1589a5d24f88,24000,11/3/2016,18:30:00,17,17,0,0,24,24,0,0,t,f
2573,,7200,Mishpacha plus,published,,,,24:58.7,private,OTHER,eadb4eac-c2e0-4853-92b4-9dab72a21fe3,0,9/30/2016,19:45:00,6,6,0,0,7,7,0,0,t,f
2572,,14400,Pupusas anyone?,published,,,,43:06.3,public,Colorado,517f3c95-c06a-4e9c-b358-c2daa7d2257d,0,9/30/2016,19:00:00,5,5,0,0,7,7,0,0,t,f
2216,,14400,Shabbat B'Yachad,published,6604,,,51:33.4,public,Colorado,1d7a751c-94ae-4e22-94fe-14d5a63fef41,0,9/30/2016,19:30:00,12,12,0,0,14,14,0,0,t,f
2461,,14439,Birthright Shabbat Dinner 9/30,published,,,,57:20.1,manual_approval,Colorado,46f5c8da-a05b-46f1-853f-4ee32a3782f7,0,9/30/2016,18:00:00,10,8,1,1,14,12,1,1,t,f
2640,,9000,Rosh hashanah shabbat,draft,,,,52:12.9,manual_approval,SF,340d7152-3ade-4495-94ad-d58ab72f62ec,0,10/7/2016,18:30:00,0,0,0,0,0,0,0,0,t,f
2643,,9000,rosh shabbat,draft,,,,59:35.8,manual_approval,SF,0d9874bd-04c8-4a85-9d21-3cce724ca4e9,0,10/7/2016,18:30:00,0,0,0,0,0,0,0,0,t,f
2644,,9000,rosh shabbat,draft,,,,34:40.2,manual_approval,SF,2e9e2e47-f74e-4cc1-9a04-2786754d5137,0,10/7/2016,18:30:00,0,0,0,0,0,0,0,0,t,f
2645,,9000,Roshannah Shabbat Dinner,draft,,,,03:04.4,manual_approval,SF,2c103bee-f152-4335-9b15-db9b07989e37,0,10/7/2016,18:30:00,0,0,0,0,0,0,0,0,t,f
2811,,10800,Dinner for new people,published,,,,57:51.6,manual_approval,NY,70e09a72-a64b-421a-b24f-955a41c5888a,0,10/21/2016,19:30:00,13,13,0,0,13,13,0,0,t,f
2454,,10800,Sushi Shabbat Dinner!,published,,,,38:36.7,manual_approval,NY,f4348797-7164-4bfd-8d28-80fbaef11b02,0,9/30/2016,19:00:00,15,12,3,0,17,13,4,0,t,f
3096,,10800,One of the last of 2016,published,,,,45:22.5,private,NY,c4a02ac3-2df8-4206-819d-c8f2c6f3240f,0,11/4/2016,19:00:00,7,7,0,0,9,9,0,0,t,f
2889,,14400,I'm getting married! Let's celebrate!,published,,,,19:29.6,private,NY,1d7c3c5a-c4bb-41bd-aa61-2da0b6abd2fe,0,10/28/2016,20:00:00,8,8,0,0,8,8,0,0,t,f
3183,,12600,Esther & Adi's Dinner for future iTrek leaders!,published,,,,45:32.3,private,NY,3e9cd280-1908-4d5f-baa7-6b4670810406,0,11/11/2016,19:45:00,0,0,0,0,0,0,0,0,t,f
3184,,7200,Itrek leader's - Rachel,published,,,,53:58.3,private,NY,57545d97-8012-4c09-8ffb-79fd7a6434e3,0,11/11/2016,20:00:00,0,0,0,0,0,0,0,0,t,f
2349,,13500,Rosh Hashanah Shabbat Dinner,published,8658,,,37:36.2,private,SF,b0a8fdf5-3bd2-487b-9b09-d60d0d7098c3,0,10/14/2016,19:15:00,12,12,0,0,12,12,0,0,t,f
2721,,3540,Beetle House Shabbat X3,published,,,,33:53.3,manual_approval,NY,4119bf38-08ce-4d69-a08e-1491ee15f3ef,0,10/14/2016,23:00:00,7,5,1,1,7,5,1,1,t,f
2558,,21600,Shabbat with Ima and Ipa <3,published,,,,06:12.5,private,NY,7cdeaef6-809e-413d-8f0f-8eeb7015eb06,0,9/30/2016,20:00:00,4,4,0,0,4,4,0,0,t,f
2612,,10800,NCJW,published,,,,17:24.5,private,OTHER,37d789ca-b7c5-4ee1-b58a-57b0513fb8c2,0,9/30/2016,20:00:00,9,9,0,0,9,9,0,0,t,f
2977,,11743,Women's Shabbat with Base Hillel,published,,,,07:42.4,manual_approval,CHICAGO,fd61056f-6129-4898-979b-b212b212129b,0,11/18/2016,18:45:00,17,17,0,0,18,18,0,0,t,f
3271,,10800,Friday Italian and Wine,published,,,,30:41.8,private,NY,8a8b0b0a-1b46-4eeb-88a6-201086cbbaab,0,11/18/2016,19:00:00,7,7,0,0,8,8,0,0,t,f
2628,,18000,A Spooky Shabbas,published,,,,01:58.7,manual_approval,NY,1511b285-2c09-4ee3-a358-4dbade4148b7,0,10/28/2016,19:00:00,10,10,0,0,13,13,0,0,t,f
4901,,7200,Charley's Great Adventure,published,,,,30:55.4,manual_approval,Colorado,441e82f3-8e13-42cd-ad8c-6ace140af19c,0,3/3/2017,20:30:00,8,7,0,1,9,8,0,1,t,f
4945,,7200,meet me in st. louie,published,,,,43:31.4,private,NY,898ac2d6-146a-4283-887d-559ec54b4f6b,0,3/10/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
3240,,7200,Shabbbat!,published,,,,59:13.1,private,NY,891ba5aa-47bc-4274-8de8-78537f303ded,0,11/11/2016,19:00:00,2,0,0,2,2,0,0,2,t,f
2773,,14400,Harvest Shabbat,published,,,,59:16.8,manual_approval,OTHER,af805e03-1de7-4921-84b1-5512ac9089eb,0,11/11/2016,19:00:00,8,8,0,0,11,11,0,0,t,f
2562,,9900,Sweet Shabbat,published,,,,51:59.7,private,NY,3b4b3f76-575d-4d12-8ef9-e4855aa13706,0,9/30/2016,20:15:00,10,10,0,0,12,12,0,0,t,f
2958,,10800,Hayley Does Shabbat,published,,,,49:23.4,private,OTHER,94927c9a-c81c-4056-9888-8e1f4f69bf4c,0,11/4/2016,19:00:00,10,10,0,0,10,10,0,0,t,f
3062,,10800,Challah Baking Class,published,,,,47:51.9,manual_approval,SF,a4f403db-fc1d-425a-a9ee-b0e2f044f718,0,12/8/2016,18:00:00,11,11,0,0,13,13,0,0,t,f
2887,,5400,Pajama Shabbat!,published,,,,08:08.1,private,OTHER,866962c7-7989-416e-91ab-052b95783a33,0,10/21/2016,19:30:00,1,0,0,1,1,0,0,1,t,f
2576,,5400,Couples of Queens,published,,,,24:25.8,private,NY,673aec61-f4b4-443c-b0e9-a5292a5a1424,0,9/30/2016,21:30:00,0,0,0,0,0,0,0,0,t,f
2774,,9000,Debbie's Shabbat Dinner,published,,,,20:28.4,private,CHICAGO,36024d2e-b913-455f-9323-c2abb005f410,0,10/14/2016,19:30:00,0,0,0,0,0,0,0,0,t,f
4735,,9000,Shabbat Dinner at Larry's,draft,,,,41:44.6,private,DC,80d1dbfc-c8bc-4749-832c-b5259a529145,0,2/24/2017,19:30:00,0,0,0,0,0,0,0,0,t,f
2533,,9000,Leads Shabbat Dinner,published,,,,04:00.5,private,CHICAGO,0b2a69ab-2ebb-435f-ab5c-a3aef1722d02,0,9/30/2016,19:30:00,14,14,0,0,15,15,0,0,t,f
2465,,9000,Shabbat Shalom Y'all,published,,,,19:50.4,manual_approval,Colorado,37dae8f7-ce57-4d49-8c03-080d889ab9ae,0,9/30/2016,19:00:00,10,10,0,0,12,12,0,0,t,f
2961,,14400,Literary Shabbat,published,,,,56:17.5,private,NY,8b917154-4eaa-4241-ab8a-bab7582fbe84,0,10/28/2016,20:00:00,0,0,0,0,0,0,0,0,t,f
2471,,74700,Boos & Booze - A Spooktacularly Spirited Evening,published,,,,54:34.1,public,SF,ff2d7e9e-b5e6-4905-8609-0fdc25e3fa2c,0,10/28/2016,20:00:00,24,24,0,0,26,26,0,0,t,f
3335,,7200,Friendsgiving Shabbat,published,,,,38:38.1,private,DC,3b4bad6a-01b4-4a27-a153-a78235a04da1,0,11/18/2016,19:00:00,5,3,0,2,11,9,0,2,t,f
2725,,61200,Ducks Still Fly Together,published,,,,12:22.9,private,NY,01da64f1-40fb-4927-9656-155c97fbf2e5,0,10/14/2016,19:00:00,6,6,0,0,6,6,0,0,t,f
2580,,4500,Fall dinner,published,,,,16:47.3,manual_approval,NY,7edba1a0-0297-44f0-823f-56cac79d2602,0,9/30/2016,19:45:00,9,5,0,4,15,9,0,6,t,f
2489,,10800,Fall into Fall Shabbat Dinner,published,,,,14:47.7,private,CHICAGO,08fde83c-e0b3-4969-ba99-512610679fa1,0,10/14/2016,19:00:00,12,12,0,0,17,17,0,0,t,f
2578,,10800,Shabbat for the New Year,published,,,,43:08.0,private,NY,6aa70fb9-4584-454f-921c-fca2abc7eaeb,0,9/30/2016,21:00:00,0,0,0,0,0,0,0,0,t,f
2776,,3600,CBS Shabbat Dinner,published,,,,49:27.4,private,NY,39e1cc5f-46b0-41ea-8e4e-dbb3f6095234,0,10/21/2016,20:00:00,8,8,0,0,10,10,0,0,t,f
2577,,5400,Mission shabbat,published,,,,58:55.4,private,SF,64a92ccf-f8fd-43e2-bbae-57d696cd75e6,0,9/30/2016,20:30:00,6,6,0,0,8,8,0,0,t,f
2959,,5453,Somerville Crew,published,,,,29:39.1,public,OTHER,34464d56-41be-41ad-8727-d005ff86acf1,0,10/28/2016,19:30:00,6,6,0,0,6,6,0,0,t,f
2779,,80100,Moll is back in town!,published,,,,29:16.2,private,NY,0f5c2685-9508-43dd-95e0-0adac67d8662,0,10/14/2016,18:45:00,10,9,0,1,10,9,0,1,t,f
2739,,8100,Camp Ramah Reunion Shabbat,published,,,,46:53.6,manual_approval,OTHER,e125de9f-e267-40b3-bb44-10dea996aee7,0,10/21/2016,20:15:00,5,5,0,0,5,5,0,0,t,f
3652,,14400,Honeymoon UWS,published,,,,17:38.0,private,NY,3cd79527-f2ff-4324-b2f3-4f7b49c9d9cd,0,12/16/2016,19:00:00,1,1,0,0,1,1,0,0,t,f
2579,,10800,Advisor shabbat,published,,,,04:09.0,private,OTHER,3c1e226f-3d16-47dd-9050-55d98585b7b0,0,9/30/2016,18:00:00,8,8,0,0,9,9,0,0,t,f
4545,,9000,"Bless God for Gluten, Vino, and Weekends",published,,,,18:41.0,private,NY,b7bd8195-bbca-40cb-a37b-892c042232e5,0,2/10/2017,19:00:00,0,0,0,0,0,0,0,0,t,f
2581,,7200,New Year's Shabbat,published,,,,18:54.9,private,NY,96b94021-f35b-4ed1-8ba9-31bfcadb00ea,0,9/30/2016,19:00:00,1,0,0,1,1,0,0,1,t,f
2530,,9000,Yoni's in town for Shabbat!,published,,,,36:16.3,private,CHICAGO,d0b249f8-8c90-49dc-83ff-5550de70c54c,0,10/7/2016,19:00:00,11,10,1,0,14,13,1,0,t,f
2610,,10800,Shimon's Shabbat,published,,,,24:44.9,manual_approval,SF,5ec4abaf-66ad-4abd-8338-8cbd1146802b,0,10/7/2016,19:00:00,5,5,0,0,6,6,0,0,t,f
2586,,5400,Shabbat with Neighborhood Friends!,published,,,,50:45.3,private,NY,a4b14076-a109-4d9d-a1d7-15d73f147cb9,0,9/30/2016,19:30:00,4,4,0,0,6,6,0,0,t,f
2520,,7200,NOSH:Pitality: Pickling on the Farm,published,,1000,,19:19.6,public,SF,fc46a8c0-919f-4b3c-b6a7-b2fcf0e92565,7000,11/9/2016,18:30:00,8,8,0,0,9,9,0,0,t,f
2537,,14400,New Leaf Shabbat,published,,,,10:19.4,private,NY,8c41be2b-7f54-475e-b2b5-a7b6021d3125,0,9/30/2016,19:30:00,7,7,0,0,9,9,0,0,t,f
2960,,9000,Shabbat,published,,,,35:57.1,private,DC,a80a4aed-d76f-45c5-9aaf-301405844824,0,11/4/2016,19:30:00,9,9,0,0,9,9,0,0,t,f
3186,,10800,Friends,published,,,,52:42.5,private,NY,e29ff40c-4c22-4a59-afbc-4959550b7226,0,12/2/2016,18:00:00,6,6,0,0,6,6,0,0,t,f
3018,,9000,Shabbat Fiesta,published,,,,46:09.4,private,Colorado,54b6cc3a-dd10-4d50-a59c-9dd01a3627df,0,11/4/2016,19:30:00,10,6,0,4,17,10,0,7,t,f
2582,,7200,Bekol levavecha in Northside: Take II with an autumnal twist,published,,,,42:00.0,public,OTHER,c004f586-0956-49ab-a640-6e5908613526,0,10/7/2016,19:00:00,15,15,0,0,23,23,0,0,t,f
2777,,5400,Shabbat,published,,,,23:33.9,public,OTHER,aa5ea448-6544-4ddf-876f-600ae02e0934,0,10/14/2016,19:30:00,9,9,0,0,10,10,0,0,t,f
4168,,9900,JCC DC Shabbat Cluster Arlington,published,,,,01:41.2,private,DC,07e78c10-ddde-4277-bfab-de6c2233273d,0,1/27/2017,19:15:00,9,9,0,0,9,9,0,0,t,f
2589,,10800,BAJL Shabbat Brooklyn Style,published,,,,14:33.0,private,NY,e47c8fc0-c79b-4a4c-8900-e8e9150a6117,0,10/7/2016,19:00:00,4,4,0,0,4,4,0,0,t,f
